Building SF,Year Built,Building Tax Expenses,Coverage,Improvement Ratio,Distance_to_Nearest_Port,Latitude,Longitude,distance_public_transport,distance_to_highway,distance_to_nearest_airport,distance_to_nearest_rail,distance_to_nearest_dc,distance_to_residential,Market Asking Rent Growth,Vacancy Rate,Sales Volume Transactions,Market Cap Rate,Under Construction SF,Net Absorption SF,Population,Industrial Employment,Under Construction SF Growth,Population Growth,Industrial Employment Growth,Secondary Type,Building Class,Sale Quarter,Sale Price
3120,1954.0,18751.2,0.0262363457479461,12.71,74.24290699107765,38.587462,-121.259588,1.3354464731975266,1.3668852441200603,19.400748440350785,44.544319789683655,12.719268828664063,0.9999603573704526,0.017,0.057999999999999996,58.0,0.069,6471859.0,-584555.0,2400029.0,105397.0,0.008347079768445285,1.1041210787434697e-05,0.00014349508209342998,Warehouse,C,2020Q3,1375000.0
6593,1919.0,17273.66,0.890344361917623,28.93,26.80131458642933,34.137951,-118.148407,0.1808478799607396,0.4771011301148781,12.675547432859178,7.134632427334508,12.165107623225689,0.1289660354703298,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,1227533.0
3910,1950.0,14701.6,0.297225389585709,32.06,36.62179510557872,37.361305,-121.895897,0.2476321807356807,0.1386455690652264,1.8254611663097196,37.47669645701766,18.66563939798768,0.0688836571865061,0.008,0.068,40.0,0.053,2801958.0,-1568987.0,1995698.0,217400.0,0.0013657108158001163,-2.38444204056254e-05,0.0003056619515339976,Service,C,2020Q3,1100000.0
5650,1963.0,15085.5,0.563928535782014,60.2,8.854712857055638,33.8700091,-118.2824713,0.2791864165723368,0.1497210800896773,8.35053520083522,4.488134995198784,7.95958098255175,0.5294413496284492,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,1100000.0
30000,1982.0,14700.0,0.0825786561700019,60.0,56.409527297538624,37.9647374,-121.2672365,0.8285816519488715,0.6415579688089232,5.115284894499493,1.7897726030273566,1.375193121309843,0.0730821467937244,0.021,0.066,32.0,0.06,2640212.0,2099347.0,780617.0,33059.0,-0.004422099893859393,1.7761054780791595e-05,0.00015450301019781287,Warehouse,B,2020Q3,1000000.0
4180,2002.0,24912.8,0.0271839861608798,73.95,61.96195467232965,33.5266925,-117.1745181,0.6762069209822398,0.4535843315525109,41.27244440113197,37.63978685486989,17.90371567300065,0.7723359747243436,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Manufacturing,B,2020Q3,699000.0
1440,1973.0,14155.2,0.0533195097567297,37.87,55.59952458446617,33.855126,-117.25569,1.7188817097020208,0.3116869627486889,24.17628382254499,14.534575185265236,5.2425087515697255,2.057434854486908,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Warehouse,C,2020Q3,665000.0
2400,1954.0,8112.0,0.500834724540902,28.57,30.029557790245825,34.1205703,-117.9346701,0.0806153183406325,0.5950279699549698,19.646042905656785,7.358402728918942,16.744248364428866,0.8462349349103753,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,595000.0
4000,1970.0,68040.0,0.400667124497204,72.32,77.75268543677423,33.1201097,-117.1023841,0.3602883107098424,0.0384785330938634,27.114255405418824,65.95733677669222,39.65313761821991,0.5819691278534433,0.013999999999999999,0.059000000000000004,83.0,0.057,4787217.0,224043.0,3295298.0,194132.0,-6.639876693636526e-05,-1.0113277192922432e-05,0.00017537974484501005,Warehouse,C,2020Q3,502132.0
5000,1980.0,15850.0,0.0177960008826816,44.37,174.20437723819506,35.6223152,-120.6847247,0.1729929020550285,0.247678363633326,96.14072077428042,91.79495752223924,91.8295008366473,0.2907097786224088,0.012,0.026000000000000002,7.0,0.059000000000000004,9314.0,23453.0,281884.0,15688.0,-0.00770670212242084,-1.9120188085998135e-05,0.0005408855741449981,Manufacturing,C,2020Q3,444279.0
168065,2017.0,541169.3,0.451256316487576,83.51,39.54531629329601,33.8767888,-117.5435736,0.5742906339360405,0.131897006700851,12.75941043412139,16.512747410601737,14.256139241449285,0.4867920413477127,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Distribution,A,2020Q3,24325000.0
85824,1971.0,419679.36,0.18108927019066,41.66,86.97311253755814,32.899524,-117.1104,0.1492436240930325,0.3326571832397543,12.32996019263771,80.79174965152157,25.037033733572446,0.4463382045887063,0.013999999999999999,0.059000000000000004,83.0,0.057,4787217.0,224043.0,3295298.0,194132.0,-6.639876693636526e-05,-1.0113277192922432e-05,0.00017537974484501005,Manufacturing,C,2020Q3,22714500.0
77713,1966.0,199722.41,0.524719116296656,0.0,13.8801232846216,33.890316,-118.038635,1.008553257135304,0.1538274436976746,8.19573828084147,9.785786362996149,13.512773488605928,0.5378028805057646,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,12100000.0
48500,2005.0,155685.0,0.217461484656635,53.59,15.123693434507448,33.9321817,-118.0630812,1.0877235651524464,1.3776141381572595,9.38595596578721,7.874244412033351,11.087863538423283,0.5622357156268204,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,12028000.0
54261,2017.0,187200.45,0.411108669793237,83.51,39.511373279018336,33.875078,-117.543737,0.4926757434818008,0.086981595379208,12.87094205561644,16.606689736217614,14.358556172169845,0.4113728030159251,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Warehouse,B,2020Q3,8675000.0
57285,1987.0,80199.0,0.365300734618916,71.69,77.50187852510564,36.759907,-121.738029,0.456948678552383,0.7116404868081097,42.9657104888169,77.60309844502629,60.42403406278101,0.4828643472063691,0.012,0.019,6.0,0.062,5000.0,-131860.0,438322.0,10890.0,-0.007219750889679715,-1.6240163084947355e-05,0.0006754239780413695,Distribution,B,2020Q3,6910000.0
24244,1998.0,80247.64,,66.16,87.62758376155512,32.8394555,-117.1654351,0.4572976360168908,0.4295184528855895,7.43003699264517,84.41187836885554,22.55600850328511,0.3381724018459858,0.013999999999999999,0.059000000000000004,83.0,0.057,4787217.0,224043.0,3295298.0,194132.0,-6.639876693636526e-05,-1.0113277192922432e-05,0.00017537974484501005,Manufacturing,C,2020Q3,6150000.0
22000,1990.0,53460.0,0.252525252525253,39.26,41.43140886285077,33.451522,-117.594949,1.9165277926650048,1.7102080779481694,22.069417062235217,43.867749205074325,31.089683538426392,0.5294900049555187,0.013999999999999999,0.034,82.0,0.05,742115.0,-159516.0,3185734.0,248218.0,0.004185375271191139,-3.937886199167906e-06,6.651039427686189e-05,Manufacturing,C,2020Q3,4450000.0
17000,1962.0,66980.0,0.526674515149637,58.58,17.23673175117506,33.9864062,-118.1066848,0.3590011688487788,1.3100320104576677,11.909549843859754,3.861985144865461,8.051671408959768,0.3412538574589672,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,3950000.0
10279,1989.0,51086.63,0.794542784262194,74.5,18.59419690983701,34.022258,-118.2449466,0.0528992607809546,0.1305509564405181,10.912954335330957,2.575271801282592,2.804330784572274,0.3807753990336883,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,3550000.0
35476,1993.0,46118.8,0.532297027623149,91.0,15.488389284687258,33.938464,-118.06278,1.516862471387941,1.633144697332181,9.761715610377768,7.636548802040465,10.978876388463252,0.3464308952021013,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,3508802.0
42570,1999.0,51509.7,0.412352160562589,91.0,15.502599229267744,33.935749,-118.057745,1.3361396188908643,1.7702178331400749,9.75952214773924,7.919053316749975,11.308540215511313,0.505730954038433,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Manufacturing,B,2020Q3,3369036.0
34985,1999.0,165828.9,0.803145087235996,91.0,14.61341660034889,33.9001,-118.032154,1.2402529898430443,0.8249989790718397,8.907625321452674,9.015518844550252,13.549563408987296,0.4517053357241057,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,3052642.0
24396,1998.0,31958.76,0.474621116320694,91.0,15.555053999113104,33.939405,-118.062375,1.5799630017617958,1.6738221757528078,9.829175818220431,7.619622756879982,10.983862873809326,0.3500953214178543,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,2412923.0
6144,1970.0,27648.0,0.313437404346495,33.02,33.254746453349554,37.3873031,-121.9576883,0.2409153573206635,0.2341861533778728,2.261660813357361,34.09357746936331,15.560458284520466,0.2856516818886844,0.008,0.068,40.0,0.053,2801958.0,-1568987.0,1995698.0,217400.0,0.0013657108158001163,-2.38444204056254e-05,0.0003056619515339976,Service,B,2020Q3,2235000.0
4818,1990.0,26113.56,0.753636790239324,40.0,32.03331527781903,34.2051282,-118.3462996,0.2223214864433002,0.3640208418177736,0.7909693737952197,12.84917450740354,16.429214937360243,0.2277526948798099,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,2200000.0
10000,1985.0,24400.0,0.459136822773186,84.09,37.1096838806084,34.0563496,-117.6814568,1.097146148070042,1.7973961664048272,4.610163270213196,16.15331963407367,1.817172436821468,0.4608925365056159,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Warehouse,C,2020Q3,1980000.0
8132,1971.0,24802.6,0.42283693843594,40.02,88.55082458222743,32.827817,-117.15693,0.1623319931009708,0.4981348821767505,6.766977707969541,85.27067092272148,21.614212711044164,0.5871673918580694,0.013999999999999999,0.059000000000000004,83.0,0.057,4787217.0,224043.0,3295298.0,194132.0,-6.639876693636526e-05,-1.0113277192922432e-05,0.00017537974484501005,Manufacturing,C,2020Q3,1900000.0
40000,,,0.183654729109275,68.82,71.45079387351929,36.8965456,-121.6365563,,2.58367930991174,36.04494819328992,66.90081313069899,53.711868540052585,0.0363778466235345,0.008,0.068,40.0,0.053,2801958.0,-1568987.0,1995698.0,217400.0,0.0013657108158001163,-2.38444204056254e-05,0.0003056619515339976,Manufacturing,C,2020Q3,1500000.0
20111,1992.0,15686.58,0.471104968493054,79.94,73.02918587251534,37.595978,-120.967448,,0.4637319633141968,25.358299932802936,23.08786665158628,26.981346846911663,0.2788933124271168,0.013000000000000001,0.04,16.0,0.064,380840.0,214281.0,553257.0,30673.0,-4.079497907949814e-05,6.855038543764902e-06,4.782651423330231e-05,Manufacturing,B,2020Q3,1365000.0
7865,2018.0,10696.4,0.261678200692042,85.02,188.00312966710123,36.3398488,-119.3979245,0.3412106742693736,0.8624328687403486,34.94042336496079,34.922590589546,34.955007295897175,0.558010828962491,0.012,0.043,14.0,0.068,1944910.0,-38523.0,473914.0,19273.0,2.55676692698259e-05,1.6845727378216326e-05,9.21610724197519e-05,Warehouse,B,2020Q3,935000.0
6175,1950.0,14325.999999999998,0.766319185902209,30.43,2.323104115946046,37.828762,-122.27173,0.0969277687094857,0.2165624419401958,7.911983121937126,1.9894234748877888,1.6805484795184995,0.1787847049002909,0.008,0.065,57.0,0.051,3136736.0,261324.0,2846535.0,170054.0,0.0002655119802749439,-6.126504416700262e-06,0.000590843697646466,Warehouse,C,2020Q3,908500.0
9000,1975.0,10620.0,0.295159386068477,79.61,67.01063929198992,38.5483208,-121.3902834,0.1830740195429003,0.7109981971097378,14.855241641769505,42.23322334757461,6.087811737931926,0.3211577834748852,0.017,0.057999999999999996,58.0,0.069,6471859.0,-584555.0,2400029.0,105397.0,0.008347079768445285,1.1041210787434697e-05,0.00014349508209342998,Warehouse,C,2020Q3,625000.0
719304,2018.0,2237035.44,0.372837007949112,57.57,4.480066431245155,38.0006387,-122.3482361,0.277705573825183,1.2178425886792918,20.480473513751544,4.704512149191849,14.175626394688932,0.6485267767155998,0.008,0.065,57.0,0.051,3136736.0,261324.0,2846535.0,170054.0,0.0002655119802749439,-6.126504416700262e-06,0.000590843697646466,Distribution,A,2020Q3,153000000.0
30301,1962.0,86054.84,0.174777497707203,68.08,66.14559592827936,38.529187,-121.391303,0.6060821603738151,1.9141826259342885,15.74973448152617,40.93462962155757,6.6521415642719965,1.0758843081569704,0.017,0.057999999999999996,58.0,0.069,6471859.0,-584555.0,2400029.0,105397.0,0.008347079768445285,1.1041210787434697e-05,0.00014349508209342998,Manufacturing,C,2020Q3,6800000.0
21800,1975.0,69324.0,0.482226203906475,78.38,6.866969347085436,33.8137868,-118.3394603,0.2971198097795337,2.9909547937465844,9.66201726221883,6.917881477257569,12.733324662204195,0.3301915799657222,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,5575000.0
53060,1987.0,47223.4,0.329213511031693,75.51,60.77217346542822,38.1369101,-121.2508995,1.1641267690209751,0.3752865365646123,16.753874653674576,13.562034142350452,12.550341868658668,0.5945753435798021,0.021,0.066,32.0,0.06,2640212.0,2099347.0,780617.0,33059.0,-0.004422099893859393,1.7761054780791595e-05,0.00015450301019781287,Warehouse,C,2020Q3,4200000.0
9931,2004.0,43299.16,0.478648544438018,67.14,29.332444869372274,34.1421795,-118.0087599,0.1240234350994666,0.4370642628011372,20.344854692639725,9.17818601708259,17.577037150923083,0.1485564440456394,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,3000000.0
7268,2001.0,24638.52,0.41712580348944,72.71,31.547702074243148,34.1395796,-117.9213126,0.4452948123148161,0.7333405489469521,19.25160406777108,8.80351637862208,16.37178435011288,0.4619714213223214,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,B,2020Q3,1835000.0
4154,1956.0,14414.38,0.582200420462509,73.24,17.22540639794937,33.998388,-118.156028,0.0337844087083803,0.496788796359036,12.45626710297852,0.9759038604439068,5.338309783989578,0.2976924736501386,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,1100000.0
4762,1967.0,12762.16,0.419670397461884,36.49,14.643556157898615,33.91876,-118.055692,0.2896794496044381,1.0270736021339426,8.880175307318293,8.698653112149007,11.80056553074962,0.3102789836538636,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,968000.0
2975,1991.0,15142.75,0.975729747458183,72.5,1.410066278031355,37.813987,-122.267818,0.1349856692442862,0.2143112535132432,6.884805305844893,1.440160916801441,0.6851479594883846,0.0843536260863651,0.008,0.065,57.0,0.051,3136736.0,261324.0,2846535.0,170054.0,0.0002655119802749439,-6.126504416700262e-06,0.000590843697646466,Manufacturing,C,2020Q3,900000.0
4000,1963.0,8920.0,0.776849873761896,50.0,16.473403401272083,33.991524,-118.24377,0.1120527814852645,2.1265901402819787,10.066427638846957,3.7420735065788207,0.7057761423331833,0.0741191583304549,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Manufacturing,C,2020Q3,650000.0
1437,,3147.03,0.0493814432989691,56.25,78.71738088970368,34.4993376,-117.1753594,0.343515566806663,,13.654083824287389,30.83853627246808,31.75109045594201,0.0809295808470059,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Service,C,2020Q3,225000.0
93886,1991.0,289168.88,0.399134442063735,70.0,46.528833336487686,38.5129465,-122.7893685,0.2236333806096047,0.5327489216329839,62.771749365074825,46.06079593715817,56.43433060948621,1.167174998515153,0.012,0.053,7.0,0.06,421130.0,-258660.0,488282.0,38274.0,0.0024603522143584167,-1.1884720259049963e-05,0.00041894650877909444,Distribution,B,2020Q3,21750000.0
10000,1921.0,78500.0,0.459136822773186,,0.4810078497583473,37.802619,-122.279025,0.0947354799857754,0.0740089001986516,6.445100680977041,0.6774669624699236,0.4507303801735597,0.0616468646496836,0.008,0.065,57.0,0.051,3136736.0,261324.0,2846535.0,170054.0,0.0002655119802749439,-6.126504416700262e-06,0.000590843697646466,Warehouse,C,2020Q3,5220000.0
23857,2020.0,62028.2,0.441681786203577,43.27,41.33607745814064,33.7996419,-117.4987927,1.8594521370384705,0.4631863451758693,18.59490949122323,19.514153983268628,15.593165501281296,0.3688284346950089,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Warehouse,B,2020Q3,4170500.0
8800,2001.0,23408.0,0.396110911055095,77.66,34.450988823048355,34.010192,-117.7010666,0.5462538616177446,1.3860122269230877,6.534625964041061,14.792132847236267,4.656720563242247,0.2725515997790081,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Manufacturing,B,2020Q3,2050000.0
39519,1956.0,18969.12,0.343649454773126,54.16,81.45888321298028,37.4911169,-120.8407852,0.0930911503675665,1.2842268802528112,35.31833408155819,33.11044005827575,36.35681066479986,0.067501526517181,0.013000000000000001,0.04,16.0,0.064,380840.0,214281.0,553257.0,30673.0,-4.079497907949814e-05,6.855038543764902e-06,4.782651423330231e-05,Warehouse,C,2020Q3,1463355.0
15600,1991.0,16380.0,0.119375573921028,63.0,157.14345283915972,36.7131786,-119.7660271,0.6222757844912266,0.6824063693681298,5.071448290892541,2.0277753279431128,2.061706750124662,0.1946493759832002,0.012,0.036000000000000004,22.0,0.069,606770.0,-118074.0,1009552.0,44357.0,-0.0001393366962219511,8.902953837490734e-06,0.00010248935249504543,Warehouse,C,2020Q3,1200000.0
3300,1932.0,17259.0,0.946915351506456,30.36,19.542302122054647,34.0361312,-118.2434662,0.1337957233334705,0.764213900583723,11.49902125512779,1.828883914567056,3.763380664182376,0.3632602670304376,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,1175000.0
6000,1983.0,14760.0,0.430446947413731,78.43,45.75781052670133,33.951886,-117.455373,0.2870076663035972,1.848369985611831,11.0033954316769,9.27876792449431,7.733993534337529,0.1917816100053826,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Food Processing,C,2020Q3,1150000.0
14850,1925.0,7870.5,0.904054547668331,71.42,188.3977546362304,36.3330188,-119.2984765,0.1315507664871404,0.4595425962022756,38.43275104445208,38.93510566769105,38.96465739420347,0.0415319727695474,0.012,0.043,14.0,0.068,1944910.0,-38523.0,473914.0,19273.0,2.55676692698259e-05,1.6845727378216326e-05,9.21610724197519e-05,Warehouse,C,2020Q3,625000.0
6000,1984.0,68520.0,0.137741046831956,77.67,68.83750448112232,38.65498,-121.469182,0.6483971548885921,0.957310280906964,7.14050938610776,50.21611925156369,5.242296640293095,0.5166092426999979,0.017,0.057999999999999996,58.0,0.069,6471859.0,-584555.0,2400029.0,105397.0,0.008347079768445285,1.1041210787434697e-05,0.00014349508209342998,Warehouse,C,2020Q3,617831.0
4300,1986.0,20124.0,0.580688723835247,26.31,27.70896087810307,34.152584,-118.271771,0.1531983226129637,0.1453515670334749,5.830275121638239,7.572451473167121,11.871748961885132,0.3607861553427188,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Food Processing,B,2020Q3,350000.0
32000,,76800.0,0.566923553902029,,20.482234176425795,33.8179126,-117.8681221,0.1562158609125053,0.5410895682212845,9.76705985486788,14.591893171529504,21.01797858719831,0.6558568863938444,0.013999999999999999,0.034,82.0,0.05,742115.0,-159516.0,3185734.0,248218.0,0.004185375271191139,-3.937886199167906e-06,6.651039427686189e-05,Manufacturing,C,2020Q3,7206080.0
21896,1979.0,65688.0,0.456966357792804,,20.50357920810125,33.8186,-117.867923,0.1990784669484793,0.5295429678261679,9.814401338055788,14.551731763586172,20.97304346519715,0.650167670669269,0.013999999999999999,0.034,82.0,0.05,742115.0,-159516.0,3185734.0,248218.0,0.004185375271191139,-3.937886199167906e-06,6.651039427686189e-05,Manufacturing,C,2020Q3,5418920.0
11300,1977.0,27233.0,0.471658736121546,56.6,22.062804755387702,34.0440926,-118.0551963,0.3642773559954983,0.2685288807846162,16.55558588655948,5.873073340995411,11.810806550937736,0.1599544250074631,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,2166804.0
4000,1960.0,16600.0,0.306091215182124,32.82,13.70675310814437,33.8058976,-117.9860388,0.2004258209761783,2.411061332772337,9.55392775021013,13.607819544568915,19.26861238779169,0.2288147085979786,0.013999999999999999,0.034,82.0,0.05,742115.0,-159516.0,3185734.0,248218.0,0.004185375271191139,-3.937886199167906e-06,6.651039427686189e-05,Warehouse,C,2020Q3,1405000.0
13572,1922.0,11129.04,0.56649135987979,67.59,39.95236243553667,38.4343732,-122.7203104,0.0826819336508393,0.0927832459759235,56.2113437889945,39.49830652209398,49.86981840818967,0.0917450433524102,0.012,0.053,7.0,0.06,421130.0,-258660.0,488282.0,38274.0,0.0024603522143584167,-1.1884720259049963e-05,0.00041894650877909444,Warehouse,C,2020Q3,900000.0
5886,1960.0,9594.179999999998,0.450413223140496,68.18,39.81552311603824,34.0987155,-117.6597691,0.5165581362912961,0.8383607023632714,4.489264339024591,17.993131751152657,2.4934414080455145,0.2299853157552137,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Warehouse,C,2020Q3,850000.0
3375,1980.0,8606.25,0.249925947867299,,77.24294824991968,33.1238358,-117.1100166,0.2106867865862913,0.215051329552883,27.287755291945547,65.61795971848103,39.99085825054253,0.6282079457472749,0.013999999999999999,0.059000000000000004,83.0,0.057,4787217.0,224043.0,3295298.0,194132.0,-6.639876693636526e-05,-1.0113277192922432e-05,0.00017537974484501005,Manufacturing,C,2020Q3,710000.0
50000,1960.0,57999.99999999999,0.501243082845457,68.25,56.14884755555194,34.0859792,-117.322492,0.5056881312835018,1.2152168949991498,16.116871467699475,2.175958283241292,4.766300824992461,0.825902355657053,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Food Processing,B,2020Q3,4500000.0
17600,1963.0,50512.0,0.308425627365765,37.1,18.61294980432844,33.810962,-117.899628,0.3638226029042301,0.4960239033673037,9.470366132028264,14.513692146497302,22.5088707675122,0.4093943255420703,0.013999999999999999,0.034,82.0,0.05,742115.0,-159516.0,3185734.0,248218.0,0.004185375271191139,-3.937886199167906e-06,6.651039427686189e-05,Warehouse,C,2020Q3,4325000.0
11500,1933.0,25760.000000000004,0.715263092424431,42.21,20.7326886023872,34.0468498,-118.2962494,0.0420026020215008,0.6632608839779918,9.70317583542412,4.49871923515846,5.317974649867222,0.1630808304284711,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,4100000.0
7250,,120495.0,0.0275558528631481,62.96,55.52863698213395,37.7996889,-121.2621164,0.1203560695281675,1.170050327273468,6.647125622107729,1.8120731643680577,9.840305754957244,0.371503431629795,0.021,0.066,32.0,0.06,2640212.0,2099347.0,780617.0,33059.0,-0.004422099893859393,1.7761054780791595e-05,0.00015450301019781287,Truck Terminal,C,2020Q3,2675330.0
10138,1965.0,29197.44,0.456337774576882,65.62,13.325691605491318,33.8881773,-118.0494866,0.5651596123385193,0.5081852651110813,7.616227883510102,10.219757921415145,13.036609420126643,0.46743140870978,0.018000000000000002,0.032,261.0,0.048,5270037.0,1005194.0,9992813.0,459442.0,0.0015782594768596824,-2.1167344550284685e-05,0.00024595629475505866,Warehouse,C,2020Q3,2225000.0
7259,1988.0,27076.07,0.573833992094862,80.0,1.942919692708045,37.91302,-122.3268,0.2290110827718031,0.133240507284625,14.43212218039461,2.200044757497272,8.086823932933841,0.2886263753560545,0.008,0.065,57.0,0.051,3136736.0,261324.0,2846535.0,170054.0,0.0002655119802749439,-6.126504416700262e-06,0.000590843697646466,Service,C,2020Q3,1600000.0
7316,1987.0,14339.36,0.45393063225166,87.09,62.68255402756287,33.5088914,-117.1674517,0.819493277729244,0.8338226250368698,41.9913912971934,38.92133573663259,19.183696961298143,1.0563530419268214,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Manufacturing,C,2020Q3,1200000.0
6000,1992.0,9540.0,0.233463035019455,76.0,180.2215036602319,40.5439254,-122.3036045,1.3936338440887135,1.1180419007859936,133.0717773748468,180.0702831624217,142.10461211606676,0.3523088831200037,0.013000000000000001,0.026000000000000002,3.0,0.07,10466.0,53065.0,182002.0,6785.0,0.0,-8.399440037331064e-06,6.97536360937967e-05,Warehouse,C,2020Q3,850000.0
20074,1950.0,34928.76,0.631277713135633,63.07,57.34952318698057,34.093508,-117.303569,0.0866470622583929,0.1784843464272585,17.26376108725043,2.1256910809472256,5.967174550862768,0.8520618767601421,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Warehouse,C,2020Q3,550000.0
361346,2020.0,527565.16,0.456541816964314,75.35,53.7472645518377,33.9413313,-117.3073406,1.1867106769031592,0.5808114516109308,18.61211285528328,8.17925545897606,4.460736172664407,0.5606694687460501,0.023,0.038,129.0,0.047,19753888.0,3696614.0,4606384.0,200868.0,-0.00036963757767857097,1.4228758876126957e-05,0.0002685376888275437,Distribution,A,2020Q3,44389000.0
